playerId,player,playername,position,team,playerposition,playerteam,vor,points,actualPoints,overallECR,overallRank,positionRank,cost,salary,dropoff,adp,adpdiff,auctionValue,upper,lower,risk,sleeper
"2537933","null","Larry Donnell","TE","NYG","TE","NYG","null","4.1356","null","null","null","24","null","null","0.1536","null","null","null","4.8591","2.5204","4.3612","null",
"2495476","null","Jurrell Casey","DL","TEN","DL","TEN","null","4.1299","null","null","null","23","null","null","0.0586","null","null","null","4.2611","3.95","null","null",
"2552491","null","Dorial Green-Beckham","WR","PHI","WR","PHI","null","4.123","null","null","null","84","null","null","0.3863","null","null","null","4.5381","3.22","5.4007","null",
"2533457","null","Alfred Morris","RB","DAL","RB","DAL","null","4.0989","null","null","null","55","null","null","0.2197","null","null","null","5.5634","1.8","3.4789","null",
"71423","null","Brian Orakpo","LB","TEN","LB","TEN","null","4.0926","null","null","null","77","null","null","0.0779","null","null","null","4.1864","3.9","null","null",
"494317","null","Alterraun Verner","DB","TB","DB","TB","null","4.0823","null","null","null","102","null","null","0.006","null","null","null","4.361","3.7","null","null",
"2495339","null","DaNorris Searcy","DB","TEN","DB","TEN","null","4.0799","null","null","null","103","null","null","0.0186","null","null","null","4.2111","3.9","null","null",
"2533534","null","Olivier Vernon","DL","NYG","DL","NYG","null","4.0751","null","null","null","24","null","null","0.0152","null","null","null","4.2091","3.8","null","null",
"2543741","null","Jimmie Ward","DB","SF","DB","SF","null","4.0727","null","null","null","104","null","null","0.0302","null","null","null","4.3273","3.55","null","null",
"496816","null","Gerald McCoy","DL","TB","DL","TB","null","4.0675","null","null","null","25","null","null","0.0163","null","null","null","4.1167","4","null","null",
"2553431","null","Dante Fowler","DL","JAC","DL","JAC","null","4.0524","null","null","null","26","null","null","0.0237","null","null","null","4.2","3.85","null","null",
"2540155","null","Xavier Rhodes","DB","MIN","DB","MIN","null","4.05","null","null","null","105","null","null","0.0262","null","null","null","4.05","4.05","null","null",
"2540142","null","Sheldon Richardson","DL","NYJ","DL","NYJ","null","4.05","null","null","null","27","null","null","0.0463","null","null","null","4.05","4.05","null","null",
"2543869","null","Devon Kennard","LB","NYG","LB","NYG","null","4.0446","null","null","null","78","null","null","0.0949","null","null","null","4.7331","3.1","null","null",
"2540215","null","Vance McDonald","TE","SF","TE","SF","null","4.0392","null","null","null","25","null","null","0.1327","null","null","null","4.4467","2.7","4.8757","null",
"2495504","null","Patrick Peterson","DB","ARI","DB","ARI","null","4.0349","null","null","null","106","null","null","0.0284","null","null","null","4.1333","3.9","null","null",
"2543872","null","Nevin Lawson","DB","DET","DB","DET","null","4.0127","null","null","null","107","null","null","0.0127","null","null","null","4.2137","3.6","null","null",
"2507428","null","Mike Tolbert","RB","CAR","RB","CAR","null","4.0104","null","null","null","56","null","null","0.3366","null","null","null","5.4087","2.76","4.1446","null",
"2533026","null","Derek Wolfe","DL","DEN","DL","DEN","null","4.0074","null","null","null","28","null","null","0.0376","null","null","null","4.1222","3.85","null","null",
"2532861","null","Casey Hayward","DB","SD","DB","SD","null","4.0004","null","null","null","108","null","null","0.0244","null","null","null","4.5365","2.9","null","null",
"2552272","null","Henry Anderson","DL","IND","DL","IND","null","4","null","null","null","29","null","null","0.0666","null","null","null","4","4","null","null",
"2495170","null","Davon House","DB","JAC","DB","JAC","null","3.9996","null","null","null","109","null","null","0.066","null","null","null","4.6554","3.1","null","null",
"2504844","null","James Harrison","LB","PIT","LB","PIT","null","3.9847","null","null","null","79","null","null","0.1257","null","null","null","4.411","3.4","null","null",
"2541147","null","Charles Johnson","WR","MIN","WR","MIN","null","3.9602","null","null","null","85","null","null","0.5194","null","null","null","4.7563","2.9","3.4197","null",
"2495507","null","Richard Sherman","DB","SEA","DB","SEA","null","3.9524","null","null","null","110","null","null","0.0452","null","null","null","4.1","3.75","null","null",
"2507187","null","Charles Johnson","DL","CAR","DL","CAR","null","3.9398","null","null","null","30","null","null","0.06","null","null","null","4.3332","3.4","null","null",
"71197","null","Connor Barwin","DL","PHI","DL","PHI","null","3.9271","null","null","null","31","null","null","0.096","null","null","null","4.5665","3.05","null","null",
"2495288","null","Virgil Green","TE","DEN","TE","DEN","null","3.9247","null","null","null","26","null","null","0.1351","null","null","null","4.7393","0.7","3.9474","null",
"2507917","null","Tramaine Brock","DB","SF","DB","SF","null","3.9149","null","null","null","111","null","null","0.0187","null","null","null","4.1444","3.6","null","null",
"2506881","null","Chad Greenway","LB","MIN","LB","MIN","null","3.9146","null","null","null","80","null","null","0.1129","null","null","null","4.472","3.15","null","null",
"2539237","null","D.J. Hayden","DB","OAK","DB","OAK","null","3.8996","null","null","null","112","null","null","0.0145","null","null","null","4.5554","3","null","null",
"2555280","null","Jalen Ramsey","DB","JAC","DB","JAC","null","3.8928","null","null","null","113","null","null","0.0167","null","null","null","4.2546","3.15","null","null",
"324","null","Jacob Tamme","TE","ATL","TE","ATL","null","3.8882","null","null","null","27","null","null","0.2032","null","null","null","4.5444","3.1","4.6276","null",
"2508107","null","Jimmy Smith","DB","BAL","DB","BAL","null","3.8773","null","null","null","114","null","null","0.0149","null","null","null","4.1888","3.45","null","null",
"2540288","null","Darius Slay","DB","DET","DB","DET","null","3.8749","null","null","null","115","null","null","0.0264","null","null","null","4.0388","3.65","null","null",
"2543474","null","Darqueze Dennard","DB","CIN","DB","CIN","null","3.85","null","null","null","116","null","null","0.0064","null","null","null","3.85","3.85","null","null",
"2543855","null","Bene Benwikere","DB","CAR","DB","CAR","null","3.847","null","null","null","117","null","null","0.0169","null","null","null","4.6831","2.7","null","null",
"81879","null","Lardarius Webb","DB","BAL","DB","BAL","null","3.8402","null","null","null","118","null","null","0.0301","null","null","null","4.0546","3.4","null","null",
"2506314","null","Cameron Wake","DL","MIA","DL","MIA","null","3.8323","null","null","null","32","null","null","0.0099","null","null","null","4.111","3.45","null","null",
"2532873","null","Malik Jackson","DL","JAC","DL","JAC","null","3.8299","null","null","null","33","null","null","0.0208","null","null","null","3.9611","3.65","null","null",
"2495717","null","Darrelle Revis","DB","NYJ","DB","NYJ","null","3.8201","null","null","null","119","null","null","0.0401","null","null","null","3.9273","3.6","null","null",
"2507784","null","Michael Johnson","DL","CIN","DL","CIN","null","3.8149","null","null","null","34","null","null","0.0268","null","null","null","4.0444","3.5","null","null",
"496796","null","Jerry Hughes","DL","BUF","DL","BUF","null","3.8034","null","null","null","35","null","null","0.0544","null","null","null","5.023","1.3","null","null",
"496796","null","Jerry Hughes","LB","BUF","LB","BUF","null","3.8034","null","null","null","81","null","null","0.0058","null","null","null","5.023","1.3","null","null",
"2555166","null","Joe Schobert","LB","CLE","LB","CLE","null","3.8","null","null","null","82","null","null","0.011","null","null","null","3.8","3.8","null","null",
"2543874","null","Andre Hal","DB","HOU","DB","HOU","null","3.8","null","null","null","120","null","null","0.045","null","null","null","3.8","3.8","null","null",
"496828","null","Derrick Morgan","LB","TEN","LB","TEN","null","3.7952","null","null","null","83","null","null","0.0165","null","null","null","4.0364","3.3","null","null",
"2532871","null","Bruce Irvin","LB","OAK","LB","OAK","null","3.7827","null","null","null","84","null","null","0.0204","null","null","null","4.091","3.15","null","null",
"2543494","null","Dee Ford","LB","KC","LB","KC","null","3.7747","null","null","null","85","null","null","0.0497","null","null","null","4.2665","3.1","null","null",
"2533435","null","Dontari Poe","DL","KC","DL","KC","null","3.7727","null","null","null","36","null","null","0.0525","null","null","null","4.0273","3.25","null","null",
"2555175","null","James Bradberry","DB","CAR","DB","CAR","null","3.76","null","null","null","121","null","null","0.0149","null","null","null","3.8137","3.65","null","null",
"2555394","null","Daryl Worley","DB","CAR","DB","CAR","null","3.75","null","null","null","122","null","null","0.0161","null","null","null","3.75","3.75","null","null",
"2550541","null","Shaquil Barrett","LB","DEN","LB","DEN","null","3.75","null","null","null","86","null","null","0.065","null","null","null","3.75","3.75","null","null",
"2555464","null","DeAndre Washington","RB","OAK","RB","OAK","null","3.7481","null","null","null","57","null","null","0.2468","null","null","null","4.7492","2.1","3.4265","null",
"2552484","null","P.J. Williams","DB","NO","DB","NO","null","3.7404","null","null","null","123","null","null","0.0305","null","null","null","4.2229","2.75","null","null",
"2534834","null","Jeremy Lane","DB","SEA","DB","SEA","null","3.7275","null","null","null","124","null","null","0.0478","null","null","null","3.7409","3.7","null","null",
"2533006","null","Jaye Howard","DL","KC","DL","KC","null","3.7253","null","null","null","37","null","null","0.0577","null","null","null","4.1274","2.9","null","null",
"2553805","null","David Irving","DL","DAL","DL","DAL","null","3.7151","null","null","null","38","null","null","0.0988","null","null","null","3.7955","3.55","null","null",
"2495832","null","Elvis Dumervil","LB","BAL","LB","BAL","null","3.7","null","null","null","87","null","null","0.0368","null","null","null","3.7","3.7","null","null",
"2506789","null","Tramon Williams","DB","CLE","DB","CLE","null","3.6922","null","null","null","125","null","null","0.0511","null","null","null","4.2332","2.95","null","null",
"2550656","null","Cameron Brate","TE","TB","TE","TB","null","3.6911","null","null","null","28","null","null","0.0398","null","null","null","4.2545","2.4","3.9474","null",
"2550313","null","Richard Rodgers","TE","GB","TE","GB","null","3.6789","null","null","null","29","null","null","0.0616","null","null","null","4.3641","1.84","5.09","null",
"496794","null","Lamarr Houston","LB","CHI","LB","CHI","null","3.6701","null","null","null","88","null","null","0.0194","null","null","null","3.7773","3.45","null","null",
"2543505","null","Bradley Roby","DB","DEN","DB","DEN","null","3.6673","null","null","null","126","null","null","0.0571","null","null","null","4.0443","3.15","null","null",
"2505660","null","Terrell Suggs","LB","BAL","LB","BAL","null","3.6564","null","null","null","89","null","null","0.0196","null","null","null","5.4106","1.25","null","null",
"2506029","null","Daryl Smith","LB","TB","LB","TB","null","3.645","null","null","null","90","null","null","0.0554","null","null","null","3.6778","3.6","null","null",
"2555160","null","Antonio Morrison","LB","IND","LB","IND","null","3.6287","null","null","null","91","null","null","0.0835","null","null","null","5.7271","0.75","null","null",
"2507218","null","Brent Celek","TE","PHI","TE","PHI","null","3.6237","null","null","null","30","null","null","0.0232","null","null","null","4.806","1.8","5.09","null",
"496788","null","Brandon Graham","DL","PHI","DL","PHI","null","3.6201","null","null","null","39","null","null","0.0561","null","null","null","3.7273","3.4","null","null",
"2508084","null","Patrick Robinson","DB","IND","DB","IND","null","3.6149","null","null","null","127","null","null","0.0121","null","null","null","3.8444","3.3","null","null",
"2495116","null","Allen Bailey","DL","KC","DL","KC","null","3.6124","null","null","null","40","null","null","0.0984","null","null","null","3.6944","3.5","null","null",
"2534820","null","Garrett Celek","TE","SF","TE","SF","null","3.6108","null","null","null","31","null","null","0.0651","null","null","null","5.6707","1.87","8.2321","null",
"2495251","null","Shareece Wright","DB","BAL","DB","BAL","null","3.6054","null","null","null","128","null","null","0.0317","null","null","null","4.1683","2.45","null","null",
